Dia de Data Escala de Tempo 1 CE Simp 4;Data Escala de Tempo 1 CE Simp 4;Período Exibido CE Simp 4;Subsistema;Selecione Tipo de CE Simp 4
27 de dezembro de 2011;27/12/2011 00:00:00;Dia;Sul;224,17256
28 de dezembro de 2011;28/12/2011 00:00:00;Dia;Sul;228,43647
29 de dezembro de 2011;29/12/2011 00:00:00;Dia;Sul;223,20774
30 de dezembro de 2011;30/12/2011 00:00:00;Dia;Sul;215,43507
31 de dezembro de 2011;31/12/2011 00:00:00;Dia;Sul;187,47935
1 de janeiro de 2012;01/01/2012 00:00:00;Dia;Sul;159,842167
2 de janeiro de 2012;02/01/2012 00:00:00;Dia;Sul;206,186511
3 de janeiro de 2012;03/01/2012 00:00:00;Dia;Sul;231,271432
4 de janeiro de 2012;04/01/2012 00:00:00;Dia;Sul;242,549868
5 de janeiro de 2012;05/01/2012 00:00:00;Dia;Sul;244,347647
6 de janeiro de 2012;06/01/2012 00:00:00;Dia;Sul;249,14722
7 de janeiro de 2012;07/01/2012 00:00:00;Dia;Sul;227,411423
8 de janeiro de 2012;08/01/2012 00:00:00;Dia;Sul;200,821468
9 de janeiro de 2012;09/01/2012 00:00:00;Dia;Sul;258,084731
10 de janeiro de 2012;10/01/2012 00:00:00;Dia;Sul;267,288799
11 de janeiro de 2012;11/01/2012 00:00:00;Dia;Sul;270,194989
12 de janeiro de 2012;12/01/2012 00:00:00;Dia;Sul;271,52637
13 de janeiro de 2012;13/01/2012 00:00:00;Dia;Sul;260,74389
14 de janeiro de 2012;14/01/2012 00:00:00;Dia;Sul;218,154438
15 de janeiro de 2012;15/01/2012 00:00:00;Dia;Sul;186,075128
16 de janeiro de 2012;16/01/2012 00:00:00;Dia;Sul;246,166143
17 de janeiro de 2012;17/01/2012 00:00:00;Dia;Sul;262,993859
18 de janeiro de 2012;18/01/2012 00:00:00;Dia;Sul;267,376572
19 de janeiro de 2012;19/01/2012 00:00:00;Dia;Sul;268,239736
20 de janeiro de 2012;20/01/2012 00:00:00;Dia;Sul;272,632881
21 de janeiro de 2012;21/01/2012 00:00:00;Dia;Sul;237,921853
22 de janeiro de 2012;22/01/2012 00:00:00;Dia;Sul;205,477406
23 de janeiro de 2012;23/01/2012 00:00:00;Dia;Sul;274,293981
24 de janeiro de 2012;24/01/2012 00:00:00;Dia;Sul;283,903752
25 de janeiro de 2012;25/01/2012 00:00:00;Dia;Sul;273,827213
26 de janeiro de 2012;26/01/2012 00:00:00;Dia;Sul;259,918279
27 de janeiro de 2012;27/01/2012 00:00:00;Dia;Sul;253,816388
28 de janeiro de 2012;28/01/2012 00:00:00;Dia;Sul;223,770393
29 de janeiro de 2012;29/01/2012 00:00:00;Dia;Sul;196,496973
30 de janeiro de 2012;30/01/2012 00:00:00;Dia;Sul;265,798887
31 de janeiro de 2012;31/01/2012 00:00:00;Dia;Sul;281,238718
1 de fevereiro de 2012;01/02/2012 00:00:00;Dia;Sul;285,465414
2 de fevereiro de 2012;02/02/2012 00:00:00;Dia;Sul;283,773517
3 de fevereiro de 2012;03/02/2012 00:00:00;Dia;Sul;289,126488
4 de fevereiro de 2012;04/02/2012 00:00:00;Dia;Sul;249,111588
5 de fevereiro de 2012;05/02/2012 00:00:00;Dia;Sul;214,554396
6 de fevereiro de 2012;06/02/2012 00:00:00;Dia;Sul;280,577831
7 de fevereiro de 2012;07/02/2012 00:00:00;Dia;Sul;288,365006
8 de fevereiro de 2012;08/02/2012 00:00:00;Dia;Sul;290,431508
9 de fevereiro de 2012;09/02/2012 00:00:00;Dia;Sul;286,560131
10 de fevereiro de 2012;10/02/2012 00:00:00;Dia;Sul;274,719841
11 de fevereiro de 2012;11/02/2012 00:00:00;Dia;Sul;233,840559
12 de fevereiro de 2012;12/02/2012 00:00:00;Dia;Sul;202,437234
13 de fevereiro de 2012;13/02/2012 00:00:00;Dia;Sul;269,765806
14 de fevereiro de 2012;14/02/2012 00:00:00;Dia;Sul;282,413492
15 de fevereiro de 2012;15/02/2012 00:00:00;Dia;Sul;287,616639
16 de fevereiro de 2012;16/02/2012 00:00:00;Dia;Sul;294,099339
17 de fevereiro de 2012;17/02/2012 00:00:00;Dia;Sul;293,162143
18 de fevereiro de 2012;18/02/2012 00:00:00;Dia;Sul;249,866142
19 de fevereiro de 2012;19/02/2012 00:00:00;Dia;Sul;216,286416
20 de fevereiro de 2012;20/02/2012 00:00:00;Dia;Sul;248,36479
21 de fevereiro de 2012;21/02/2012 00:00:00;Dia;Sul;242,976599
22 de fevereiro de 2012;22/02/2012 00:00:00;Dia;Sul;266,216202
23 de fevereiro de 2012;23/02/2012 00:00:00;Dia;Sul;278,65068
24 de fevereiro de 2012;24/02/2012 00:00:00;Dia;Sul;280,478243
25 de fevereiro de 2012;25/02/2012 00:00:00;Dia;Sul;238,691529
26 de fevereiro de 2012;26/02/2012 00:00:00;Dia;Sul;202,688834
27 de fevereiro de 2012;27/02/2012 00:00:00;Dia;Sul;269,336041
28 de fevereiro de 2012;28/02/2012 00:00:00;Dia;Sul;274,783896
29 de fevereiro de 2012;29/02/2012 00:00:00;Dia;Sul;276,878418
1 de março de 2012;01/03/2012 00:00:00;Dia;Sul;268,422579
2 de março de 2012;02/03/2012 00:00:00;Dia;Sul;266,622135
3 de março de 2012;03/03/2012 00:00:00;Dia;Sul;231,258646
4 de março de 2012;04/03/2012 00:00:00;Dia;Sul;204,526555
5 de março de 2012;05/03/2012 00:00:00;Dia;Sul;281,718924
6 de março de 2012;06/03/2012 00:00:00;Dia;Sul;293,790363
7 de março de 2012;07/03/2012 00:00:00;Dia;Sul;297,054696
8 de março de 2012;08/03/2012 00:00:00;Dia;Sul;294,219919
9 de março de 2012;09/03/2012 00:00:00;Dia;Sul;287,078369
10 de março de 2012;10/03/2012 00:00:00;Dia;Sul;247,938993
11 de março de 2012;11/03/2012 00:00:00;Dia;Sul;217,303881
12 de março de 2012;12/03/2012 00:00:00;Dia;Sul;288,254525
13 de março de 2012;13/03/2012 00:00:00;Dia;Sul;295,320164
14 de março de 2012;14/03/2012 00:00:00;Dia;Sul;281,600467
15 de março de 2012;15/03/2012 00:00:00;Dia;Sul;270,769772
16 de março de 2012;16/03/2012 00:00:00;Dia;Sul;261,314644
17 de março de 2012;17/03/2012 00:00:00;Dia;Sul;229,072888
18 de março de 2012;18/03/2012 00:00:00;Dia;Sul;194,921543
19 de março de 2012;19/03/2012 00:00:00;Dia;Sul;261,91401
20 de março de 2012;20/03/2012 00:00:00;Dia;Sul;274,868761
21 de março de 2012;21/03/2012 00:00:00;Dia;Sul;272,214305
22 de março de 2012;22/03/2012 00:00:00;Dia;Sul;266,046915
23 de março de 2012;23/03/2012 00:00:00;Dia;Sul;262,02324
24 de março de 2012;24/03/2012 00:00:00;Dia;Sul;223,572923
25 de março de 2012;25/03/2012 00:00:00;Dia;Sul;185,189693
26 de março de 2012;26/03/2012 00:00:00;Dia;Sul;247,96119
27 de março de 2012;27/03/2012 00:00:00;Dia;Sul;250,90981
28 de março de 2012;28/03/2012 00:00:00;Dia;Sul;242,801474
29 de março de 2012;29/03/2012 00:00:00;Dia;Sul;246,550487
30 de março de 2012;30/03/2012 00:00:00;Dia;Sul;250,057202
31 de março de 2012;31/03/2012 00:00:00;Dia;Sul;219,454226
1 de abril de 2012;01/04/2012 00:00:00;Dia;Sul;189,715459
2 de abril de 2012;02/04/2012 00:00:00;Dia;Sul;251,901355
3 de abril de 2012;03/04/2012 00:00:00;Dia;Sul;262,767171
4 de abril de 2012;04/04/2012 00:00:00;Dia;Sul;268,31405
5 de abril de 2012;05/04/2012 00:00:00;Dia;Sul;251,976394
6 de abril de 2012;06/04/2012 00:00:00;Dia;Sul;184,735774
7 de abril de 2012;07/04/2012 00:00:00;Dia;Sul;196,098121
8 de abril de 2012;08/04/2012 00:00:00;Dia;Sul;179,663573
9 de abril de 2012;09/04/2012 00:00:00;Dia;Sul;241,611853
10 de abril de 2012;10/04/2012 00:00:00;Dia;Sul;255,673057
11 de abril de 2012;11/04/2012 00:00:00;Dia;Sul;261,823889
12 de abril de 2012;12/04/2012 00:00:00;Dia;Sul;264,34039
13 de abril de 2012;13/04/2012 00:00:00;Dia;Sul;266,146865
14 de abril de 2012;14/04/2012 00:00:00;Dia;Sul;226,476791
15 de abril de 2012;15/04/2012 00:00:00;Dia;Sul;187,507864
16 de abril de 2012;16/04/2012 00:00:00;Dia;Sul;244,045943
17 de abril de 2012;17/04/2012 00:00:00;Dia;Sul;253,949604
18 de abril de 2012;18/04/2012 00:00:00;Dia;Sul;258,502409
19 de abril de 2012;19/04/2012 00:00:00;Dia;Sul;257,573017
20 de abril de 2012;20/04/2012 00:00:00;Dia;Sul;261,012063
21 de abril de 2012;21/04/2012 00:00:00;Dia;Sul;211,511312
22 de abril de 2012;22/04/2012 00:00:00;Dia;Sul;185,099466
23 de abril de 2012;23/04/2012 00:00:00;Dia;Sul;243,999983
24 de abril de 2012;24/04/2012 00:00:00;Dia;Sul;252,54757
25 de abril de 2012;25/04/2012 00:00:00;Dia;Sul;253,055474
26 de abril de 2012;26/04/2012 00:00:00;Dia;Sul;248,63886
27 de abril de 2012;27/04/2012 00:00:00;Dia;Sul;244,149332
28 de abril de 2012;28/04/2012 00:00:00;Dia;Sul;211,898775
29 de abril de 2012;29/04/2012 00:00:00;Dia;Sul;172,809796
30 de abril de 2012;30/04/2012 00:00:00;Dia;Sul;214,815084
1 de maio de 2012;01/05/2012 00:00:00;Dia;Sul;182,422085
2 de maio de 2012;02/05/2012 00:00:00;Dia;Sul;235,577971
3 de maio de 2012;03/05/2012 00:00:00;Dia;Sul;243,929308
4 de maio de 2012;04/05/2012 00:00:00;Dia;Sul;248,561074
5 de maio de 2012;05/05/2012 00:00:00;Dia;Sul;218,272348
6 de maio de 2012;06/05/2012 00:00:00;Dia;Sul;184,640746
7 de maio de 2012;07/05/2012 00:00:00;Dia;Sul;240,72243
8 de maio de 2012;08/05/2012 00:00:00;Dia;Sul;251,207729
9 de maio de 2012;09/05/2012 00:00:00;Dia;Sul;253,6659602
10 de maio de 2012;10/05/2012 00:00:00;Dia;Sul;253,545162
11 de maio de 2012;11/05/2012 00:00:00;Dia;Sul;252,7466726
12 de maio de 2012;12/05/2012 00:00:00;Dia;Sul;215,983974
13 de maio de 2012;13/05/2012 00:00:00;Dia;Sul;177,252536
14 de maio de 2012;14/05/2012 00:00:00;Dia;Sul;239,8956046
15 de maio de 2012;15/05/2012 00:00:00;Dia;Sul;249,3413226
16 de maio de 2012;16/05/2012 00:00:00;Dia;Sul;248,1729664
17 de maio de 2012;17/05/2012 00:00:00;Dia;Sul;245,1881268
18 de maio de 2012;18/05/2012 00:00:00;Dia;Sul;243,9236794
19 de maio de 2012;19/05/2012 00:00:00;Dia;Sul;212,6247462
20 de maio de 2012;20/05/2012 00:00:00;Dia;Sul;178,8990322
21 de maio de 2012;21/05/2012 00:00:00;Dia;Sul;240,406814
22 de maio de 2012;22/05/2012 00:00:00;Dia;Sul;249,622369
23 de maio de 2012;23/05/2012 00:00:00;Dia;Sul;251,078799
24 de maio de 2012;24/05/2012 00:00:00;Dia;Sul;253,8045772
25 de maio de 2012;25/05/2012 00:00:00;Dia;Sul;250,5509682
26 de maio de 2012;26/05/2012 00:00:00;Dia;Sul;214,3477536
27 de maio de 2012;27/05/2012 00:00:00;Dia;Sul;178,28515
28 de maio de 2012;28/05/2012 00:00:00;Dia;Sul;242,4773434
29 de maio de 2012;29/05/2012 00:00:00;Dia;Sul;257,1535936
30 de maio de 2012;30/05/2012 00:00:00;Dia;Sul;252,085287
31 de maio de 2012;31/05/2012 00:00:00;Dia;Sul;249,476814
1 de junho de 2012;01/06/2012 00:00:00;Dia;Sul;242,787073
2 de junho de 2012;02/06/2012 00:00:00;Dia;Sul;211,023691
3 de junho de 2012;03/06/2012 00:00:00;Dia;Sul;173,324534
4 de junho de 2012;04/06/2012 00:00:00;Dia;Sul;234,427125
5 de junho de 2012;05/06/2012 00:00:00;Dia;Sul;243,29587
6 de junho de 2012;06/06/2012 00:00:00;Dia;Sul;239,479524
7 de junho de 2012;07/06/2012 00:00:00;Dia;Sul;195,642477
8 de junho de 2012;08/06/2012 00:00:00;Dia;Sul;225,223425
9 de junho de 2012;09/06/2012 00:00:00;Dia;Sul;202,549553
10 de junho de 2012;10/06/2012 00:00:00;Dia;Sul;177,287597
11 de junho de 2012;11/06/2012 00:00:00;Dia;Sul;233,59429
12 de junho de 2012;12/06/2012 00:00:00;Dia;Sul;242,087734
13 de junho de 2012;13/06/2012 00:00:00;Dia;Sul;240,767059
14 de junho de 2012;14/06/2012 00:00:00;Dia;Sul;245,83379
15 de junho de 2012;15/06/2012 00:00:00;Dia;Sul;242,37931
16 de junho de 2012;16/06/2012 00:00:00;Dia;Sul;210,289766
17 de junho de 2012;17/06/2012 00:00:00;Dia;Sul;176,101033
18 de junho de 2012;18/06/2012 00:00:00;Dia;Sul;233,596097
19 de junho de 2012;19/06/2012 00:00:00;Dia;Sul;244,878316
20 de junho de 2012;20/06/2012 00:00:00;Dia;Sul;247,641733
21 de junho de 2012;21/06/2012 00:00:00;Dia;Sul;245,777642
22 de junho de 2012;22/06/2012 00:00:00;Dia;Sul;245,5619
23 de junho de 2012;23/06/2012 00:00:00;Dia;Sul;208,961102
24 de junho de 2012;24/06/2012 00:00:00;Dia;Sul;172,387251
25 de junho de 2012;25/06/2012 00:00:00;Dia;Sul;234,943136
26 de junho de 2012;26/06/2012 00:00:00;Dia;Sul;242,637025
27 de junho de 2012;27/06/2012 00:00:00;Dia;Sul;244,343242
28 de junho de 2012;28/06/2012 00:00:00;Dia;Sul;243,077979
29 de junho de 2012;29/06/2012 00:00:00;Dia;Sul;240,617103
30 de junho de 2012;30/06/2012 00:00:00;Dia;Sul;205,327194
1 de julho de 2012;01/07/2012 00:00:00;Dia;Sul;175,179598
2 de julho de 2012;02/07/2012 00:00:00;Dia;Sul;235,773129
3 de julho de 2012;03/07/2012 00:00:00;Dia;Sul;243,498728
4 de julho de 2012;04/07/2012 00:00:00;Dia;Sul;244,464726
5 de julho de 2012;05/07/2012 00:00:00;Dia;Sul;245,725996
6 de julho de 2012;06/07/2012 00:00:00;Dia;Sul;241,915426
7 de julho de 2012;07/07/2012 00:00:00;Dia;Sul;204,840213
8 de julho de 2012;08/07/2012 00:00:00;Dia;Sul;169,674734
9 de julho de 2012;09/07/2012 00:00:00;Dia;Sul;226,838091
10 de julho de 2012;10/07/2012 00:00:00;Dia;Sul;239,662035
11 de julho de 2012;11/07/2012 00:00:00;Dia;Sul;243,097612
12 de julho de 2012;12/07/2012 00:00:00;Dia;Sul;241,405977
13 de julho de 2012;13/07/2012 00:00:00;Dia;Sul;238,189016
14 de julho de 2012;14/07/2012 00:00:00;Dia;Sul;206,165741
15 de julho de 2012;15/07/2012 00:00:00;Dia;Sul;175,437559
16 de julho de 2012;16/07/2012 00:00:00;Dia;Sul;243,789754
17 de julho de 2012;17/07/2012 00:00:00;Dia;Sul;253,435087
18 de julho de 2012;18/07/2012 00:00:00;Dia;Sul;246,952462
19 de julho de 2012;19/07/2012 00:00:00;Dia;Sul;243,536213
20 de julho de 2012;20/07/2012 00:00:00;Dia;Sul;241,506046
21 de julho de 2012;21/07/2012 00:00:00;Dia;Sul;203,752095
22 de julho de 2012;22/07/2012 00:00:00;Dia;Sul;173,545218
23 de julho de 2012;23/07/2012 00:00:00;Dia;Sul;230,884395
24 de julho de 2012;24/07/2012 00:00:00;Dia;Sul;242,324487
25 de julho de 2012;25/07/2012 00:00:00;Dia;Sul;242,323654
26 de julho de 2012;26/07/2012 00:00:00;Dia;Sul;240,331463
27 de julho de 2012;27/07/2012 00:00:00;Dia;Sul;237,942919
28 de julho de 2012;28/07/2012 00:00:00;Dia;Sul;205,584497
29 de julho de 2012;29/07/2012 00:00:00;Dia;Sul;168,963055
30 de julho de 2012;30/07/2012 00:00:00;Dia;Sul;231,697441
31 de julho de 2012;31/07/2012 00:00:00;Dia;Sul;237,664672
1 de agosto de 2012;01/08/2012 00:00:00;Dia;Sul;239,22001254
2 de agosto de 2012;02/08/2012 00:00:00;Dia;Sul;240,61002302
3 de agosto de 2012;03/08/2012 00:00:00;Dia;Sul;241,51602677
4 de agosto de 2012;04/08/2012 00:00:00;Dia;Sul;209,1411205
5 de agosto de 2012;05/08/2012 00:00:00;Dia;Sul;178,20744744
6 de agosto de 2012;06/08/2012 00:00:00;Dia;Sul;235,38702522
7 de agosto de 2012;07/08/2012 00:00:00;Dia;Sul;244,04235813
8 de agosto de 2012;08/08/2012 00:00:00;Dia;Sul;245,96248696
9 de agosto de 2012;09/08/2012 00:00:00;Dia;Sul;250,55822487
10 de agosto de 2012;10/08/2012 00:00:00;Dia;Sul;250,55362086
11 de agosto de 2012;11/08/2012 00:00:00;Dia;Sul;214,033635
12 de agosto de 2012;12/08/2012 00:00:00;Dia;Sul;174,21916
13 de agosto de 2012;13/08/2012 00:00:00;Dia;Sul;237,445467
14 de agosto de 2012;14/08/2012 00:00:00;Dia;Sul;245,878015
15 de agosto de 2012;15/08/2012 00:00:00;Dia;Sul;247,386719
16 de agosto de 2012;16/08/2012 00:00:00;Dia;Sul;249,203357
17 de agosto de 2012;17/08/2012 00:00:00;Dia;Sul;249,03361027
18 de agosto de 2012;18/08/2012 00:00:00;Dia;Sul;212,0346669
19 de agosto de 2012;19/08/2012 00:00:00;Dia;Sul;180,57097855
20 de agosto de 2012;20/08/2012 00:00:00;Dia;Sul;240,63432618
21 de agosto de 2012;21/08/2012 00:00:00;Dia;Sul;252,91124362
22 de agosto de 2012;22/08/2012 00:00:00;Dia;Sul;255,62441867
23 de agosto de 2012;23/08/2012 00:00:00;Dia;Sul;253,08405785
24 de agosto de 2012;24/08/2012 00:00:00;Dia;Sul;252,603917
25 de agosto de 2012;25/08/2012 00:00:00;Dia;Sul;216,619259
26 de agosto de 2012;26/08/2012 00:00:00;Dia;Sul;180,438361
27 de agosto de 2012;27/08/2012 00:00:00;Dia;Sul;240,811946
28 de agosto de 2012;28/08/2012 00:00:00;Dia;Sul;249,687212
29 de agosto de 2012;29/08/2012 00:00:00;Dia;Sul;249,477418
30 de agosto de 2012;30/08/2012 00:00:00;Dia;Sul;247,081701
31 de agosto de 2012;31/08/2012 00:00:00;Dia;Sul;246,165288
1 de setembro de 2012;01/09/2012 00:00:00;Dia;Sul;216,348909
2 de setembro de 2012;02/09/2012 00:00:00;Dia;Sul;184,189945
3 de setembro de 2012;03/09/2012 00:00:00;Dia;Sul;242,253144
4 de setembro de 2012;04/09/2012 00:00:00;Dia;Sul;245,940737
5 de setembro de 2012;05/09/2012 00:00:00;Dia;Sul;255,908954
6 de setembro de 2012;06/09/2012 00:00:00;Dia;Sul;255,34638
7 de setembro de 2012;07/09/2012 00:00:00;Dia;Sul;200,869721
8 de setembro de 2012;08/09/2012 00:00:00;Dia;Sul;200,760375
9 de setembro de 2012;09/09/2012 00:00:00;Dia;Sul;180,387614
10 de setembro de 2012;10/09/2012 00:00:00;Dia;Sul;241,780602
11 de setembro de 2012;11/09/2012 00:00:00;Dia;Sul;248,426591
12 de setembro de 2012;12/09/2012 00:00:00;Dia;Sul;250,286909
13 de setembro de 2012;13/09/2012 00:00:00;Dia;Sul;250,141742
14 de setembro de 2012;14/09/2012 00:00:00;Dia;Sul;252,744888
15 de setembro de 2012;15/09/2012 00:00:00;Dia;Sul;220,657278
16 de setembro de 2012;16/09/2012 00:00:00;Dia;Sul;185,137349
17 de setembro de 2012;17/09/2012 00:00:00;Dia;Sul;250,827964
18 de setembro de 2012;18/09/2012 00:00:00;Dia;Sul;258,973575
19 de setembro de 2012;19/09/2012 00:00:00;Dia;Sul;240,563546
20 de setembro de 2012;20/09/2012 00:00:00;Dia;Sul;223,671983
21 de setembro de 2012;21/09/2012 00:00:00;Dia;Sul;232,563777
22 de setembro de 2012;22/09/2012 00:00:00;Dia;Sul;202,539587
23 de setembro de 2012;23/09/2012 00:00:00;Dia;Sul;170,700952
24 de setembro de 2012;24/09/2012 00:00:00;Dia;Sul;235,479432
25 de setembro de 2012;25/09/2012 00:00:00;Dia;Sul;244,528084
26 de setembro de 2012;26/09/2012 00:00:00;Dia;Sul;240,673548
27 de setembro de 2012;27/09/2012 00:00:00;Dia;Sul;240,97385
28 de setembro de 2012;28/09/2012 00:00:00;Dia;Sul;239,609134
29 de setembro de 2012;29/09/2012 00:00:00;Dia;Sul;208,433465
30 de setembro de 2012;30/09/2012 00:00:00;Dia;Sul;175,543089
1 de outubro de 2012;01/10/2012 00:00:00;Dia;Sul;235,298445
2 de outubro de 2012;02/10/2012 00:00:00;Dia;Sul;246,46771486
3 de outubro de 2012;03/10/2012 00:00:00;Dia;Sul;247,29166
4 de outubro de 2012;04/10/2012 00:00:00;Dia;Sul;246,001407
5 de outubro de 2012;05/10/2012 00:00:00;Dia;Sul;247,516229
6 de outubro de 2012;06/10/2012 00:00:00;Dia;Sul;217,070219
7 de outubro de 2012;07/10/2012 00:00:00;Dia;Sul;181,581804
8 de outubro de 2012;08/10/2012 00:00:00;Dia;Sul;248,763088
9 de outubro de 2012;09/10/2012 00:00:00;Dia;Sul;261,293153
10 de outubro de 2012;10/10/2012 00:00:00;Dia;Sul;251,843422
11 de outubro de 2012;11/10/2012 00:00:00;Dia;Sul;241,688543
12 de outubro de 2012;12/10/2012 00:00:00;Dia;Sul;185,47417
13 de outubro de 2012;13/10/2012 00:00:00;Dia;Sul;186,178163
14 de outubro de 2012;14/10/2012 00:00:00;Dia;Sul;167,624641
15 de outubro de 2012;15/10/2012 00:00:00;Dia;Sul;232,439528
16 de outubro de 2012;16/10/2012 00:00:00;Dia;Sul;247,766479
17 de outubro de 2012;17/10/2012 00:00:00;Dia;Sul;251,029089
18 de outubro de 2012;18/10/2012 00:00:00;Dia;Sul;254,580438
19 de outubro de 2012;19/10/2012 00:00:00;Dia;Sul;252,845616
20 de outubro de 2012;20/10/2012 00:00:00;Dia;Sul;221,724886
21 de outubro de 2012;21/10/2012 00:00:00;Dia;Sul;177,232827
22 de outubro de 2012;22/10/2012 00:00:00;Dia;Sul;244,728948
23 de outubro de 2012;23/10/2012 00:00:00;Dia;Sul;239,380814
24 de outubro de 2012;24/10/2012 00:00:00;Dia;Sul;238,723713
25 de outubro de 2012;25/10/2012 00:00:00;Dia;Sul;248,933341
26 de outubro de 2012;26/10/2012 00:00:00;Dia;Sul;253,170049
27 de outubro de 2012;27/10/2012 00:00:00;Dia;Sul;221,128822
28 de outubro de 2012;28/10/2012 00:00:00;Dia;Sul;185,675483
29 de outubro de 2012;29/10/2012 00:00:00;Dia;Sul;254,942992
30 de outubro de 2012;30/10/2012 00:00:00;Dia;Sul;265,158675
31 de outubro de 2012;31/10/2012 00:00:00;Dia;Sul;258,393113
1 de novembro de 2012;01/11/2012 00:00:00;Dia;Sul;253,877726
2 de novembro de 2012;02/11/2012 00:00:00;Dia;Sul;197,135448
3 de novembro de 2012;03/11/2012 00:00:00;Dia;Sul;199,834807
4 de novembro de 2012;04/11/2012 00:00:00;Dia;Sul;185,651914
5 de novembro de 2012;05/11/2012 00:00:00;Dia;Sul;254,881031
6 de novembro de 2012;06/11/2012 00:00:00;Dia;Sul;265,347788
7 de novembro de 2012;07/11/2012 00:00:00;Dia;Sul;268,424905
8 de novembro de 2012;08/11/2012 00:00:00;Dia;Sul;267,04668
9 de novembro de 2012;09/11/2012 00:00:00;Dia;Sul;271,302333
10 de novembro de 2012;10/11/2012 00:00:00;Dia;Sul;242,450319
11 de novembro de 2012;11/11/2012 00:00:00;Dia;Sul;206,104719
12 de novembro de 2012;12/11/2012 00:00:00;Dia;Sul;261,701755
13 de novembro de 2012;13/11/2012 00:00:00;Dia;Sul;256,897445
14 de novembro de 2012;14/11/2012 00:00:00;Dia;Sul;251,156761
15 de novembro de 2012;15/11/2012 00:00:00;Dia;Sul;217,37128
16 de novembro de 2012;16/11/2012 00:00:00;Dia;Sul;238,666854
17 de novembro de 2012;17/11/2012 00:00:00;Dia;Sul;220,641314
18 de novembro de 2012;18/11/2012 00:00:00;Dia;Sul;191,580081
19 de novembro de 2012;19/11/2012 00:00:00;Dia;Sul;258,647591
20 de novembro de 2012;20/11/2012 00:00:00;Dia;Sul;276,419632
21 de novembro de 2012;21/11/2012 00:00:00;Dia;Sul;279,835355
22 de novembro de 2012;22/11/2012 00:00:00;Dia;Sul;283,420636
23 de novembro de 2012;23/11/2012 00:00:00;Dia;Sul;278,719305
24 de novembro de 2012;24/11/2012 00:00:00;Dia;Sul;236,923219
25 de novembro de 2012;25/11/2012 00:00:00;Dia;Sul;190,674093
26 de novembro de 2012;26/11/2012 00:00:00;Dia;Sul;253,970901
27 de novembro de 2012;27/11/2012 00:00:00;Dia;Sul;273,29447456
28 de novembro de 2012;28/11/2012 00:00:00;Dia;Sul;282,14783684
29 de novembro de 2012;29/11/2012 00:00:00;Dia;Sul;280,59911882
30 de novembro de 2012;30/11/2012 00:00:00;Dia;Sul;277,475357
1 de dezembro de 2012;01/12/2012 00:00:00;Dia;Sul;244,307944
2 de dezembro de 2012;02/12/2012 00:00:00;Dia;Sul;208,03943
3 de dezembro de 2012;03/12/2012 00:00:00;Dia;Sul;277,526569
4 de dezembro de 2012;04/12/2012 00:00:00;Dia;Sul;284,010974
5 de dezembro de 2012;05/12/2012 00:00:00;Dia;Sul;293,056224
6 de dezembro de 2012;06/12/2012 00:00:00;Dia;Sul;298,355114
7 de dezembro de 2012;07/12/2012 00:00:00;Dia;Sul;295,566445
8 de dezembro de 2012;08/12/2012 00:00:00;Dia;Sul;250,374308
9 de dezembro de 2012;09/12/2012 00:00:00;Dia;Sul;213,279217
10 de dezembro de 2012;10/12/2012 00:00:00;Dia;Sul;289,872726
11 de dezembro de 2012;11/12/2012 00:00:00;Dia;Sul;275,338691
12 de dezembro de 2012;12/12/2012 00:00:00;Dia;Sul;277,112846
13 de dezembro de 2012;13/12/2012 00:00:00;Dia;Sul;266,457694
14 de dezembro de 2012;14/12/2012 00:00:00;Dia;Sul;263,364998
15 de dezembro de 2012;15/12/2012 00:00:00;Dia;Sul;236,852201
16 de dezembro de 2012;16/12/2012 00:00:00;Dia;Sul;211,281722
17 de dezembro de 2012;17/12/2012 00:00:00;Dia;Sul;272,203563
18 de dezembro de 2012;18/12/2012 00:00:00;Dia;Sul;281,467709
19 de dezembro de 2012;19/12/2012 00:00:00;Dia;Sul;278,226634
20 de dezembro de 2012;20/12/2012 00:00:00;Dia;Sul;275,594852
21 de dezembro de 2012;21/12/2012 00:00:00;Dia;Sul;257,928924
22 de dezembro de 2012;22/12/2012 00:00:00;Dia;Sul;214,307654
23 de dezembro de 2012;23/12/2012 00:00:00;Dia;Sul;197,282187
24 de dezembro de 2012;24/12/2012 00:00:00;Dia;Sul;217,453055
25 de dezembro de 2012;25/12/2012 00:00:00;Dia;Sul;204,884712
26 de dezembro de 2012;26/12/2012 00:00:00;Dia;Sul;243,697547
27 de dezembro de 2012;27/12/2012 00:00:00;Dia;Sul;229,827267
28 de dezembro de 2012;28/12/2012 00:00:00;Dia;Sul;215,764745
29 de dezembro de 2012;29/12/2012 00:00:00;Dia;Sul;199,434059
30 de dezembro de 2012;30/12/2012 00:00:00;Dia;Sul;181,222271
31 de dezembro de 2012;31/12/2012 00:00:00;Dia;Sul;190,551018
1 de janeiro de 2013;01/01/2013 00:00:00;Dia;Sul;157,236181
2 de janeiro de 2013;02/01/2013 00:00:00;Dia;Sul;200,736492
3 de janeiro de 2013;03/01/2013 00:00:00;Dia;Sul;227,311987
4 de janeiro de 2013;04/01/2013 00:00:00;Dia;Sul;242,577531
5 de janeiro de 2013;05/01/2013 00:00:00;Dia;Sul;224,85361
